planet_name,host_star_name,system_star_number,sytem_planet_number,system_moon_number,discovery_year,discovery_facility,planet_controvercial_flag,planet_orbital_period_days,planet_radius_earth_radii,planet_mass_earth_mass,planet_orbit_eccentricity,star_temperature_kelvin,star_radius_solar_radii,star_mass_solar_mass,system_distance_parsecs
Kepler-818 b,Kepler-818,1,1,0,2016,Kepler,0,10.0354073,null,null,null,5624.0,0.91,1.0,925.037
Kepler-818 b,Kepler-818,1,1,0,2016,Kepler,0,10.035355,4.6,null,0.0,5843.0,0.88,0.99,925.037
Kepler-818 b,Kepler-818,1,1,0,2016,Kepler,0,10.03538581,4.69,null,0.0,5835.0,0.85,0.94,925.037
Kepler-818 b,Kepler-818,1,1,0,2016,Kepler,0,10.03538181,null,null,null,5624.0,0.91,1.0,925.037
Kepler-818 b,Kepler-818,1,1,0,2016,Kepler,0,10.03538976,null,null,null,5624.0,0.91,1.0,925.037
Kepler-818 b,Kepler-818,1,1,0,2016,Kepler,0,10.03538181,4.42,null,0.0,5813.0,0.83,0.93,925.037
Kepler-818 b,Kepler-818,1,1,0,2016,Kepler,0,10.03538581,5.11,null,null,5638.0,0.92,0.94,925.037
Kepler-818 b,Kepler-818,1,1,0,2016,Kepler,0,null,4.631,null,null,5831.0,0.87,null,925.037
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,33.1995648,2.76,null,null,5279.0,0.81,0.86,664.306
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,33.1995648,2.56,null,0.0,5307.0,0.76,0.83,664.306
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,33.1995648,2.56,null,0.0,5307.0,0.76,0.83,664.306
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,33.1994,2.9,null,0.0,5300.0,0.75,0.84,664.306
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,33.1995648,2.56,null,0.0,5307.0,0.76,0.83,664.306
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,null,2.484,null,null,5089.0,0.77,null,664.306
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,33.1996355,2.85,null,0.0,5102.0,0.88,0.82,664.306
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,33.19949014,null,null,null,5162.79,0.79,0.87,664.306
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,33.1996355,null,null,null,5162.79,0.79,0.87,664.306
Kepler-819 b,Kepler-819,1,1,0,2016,Kepler,0,33.19958222,null,null,null,5162.79,0.79,0.87,664.306
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.44439337,3.91,null,0.0,5427.0,0.93,0.92,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.44435456,4.225,null,null,5401.0,0.83,0.95,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,null,3.59,null,null,5401.0,0.85,null,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.44288,4.0,null,0.0,5700.0,0.9,0.92,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.444,4.0,null,null,null,0.9,0.85,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.44435456,4.66,null,null,5529.0,0.93,0.96,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.444,3.95,51.0,null,null,0.93,0.97,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.44435456,4.7,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.44,4.07,12.15,0.0033,null,0.9,0.91,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.44439337,null,null,null,5309.19,0.96,0.91,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.44435456,4.7,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.4444059,null,null,null,5309.19,0.96,0.91,904.326
Kepler-82 b,Kepler-82,1,5,0,2012,Kepler,0,26.44435456,4.7,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.53998542,6.08,null,null,5529.0,0.93,0.96,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.53998542,5.492,null,null,5401.0,0.83,0.95,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.53868261,null,null,null,5309.19,0.96,0.91,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,null,5.067,null,null,5401.0,0.85,null,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.53998542,6.11,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.53998542,6.11,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.54,5.34,13.9,0.007,null,0.9,0.91,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.538,5.35,null,null,null,0.9,0.85,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.53005,5.3,null,0.0,5700.0,0.9,0.92,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.53997972,null,null,null,5309.19,0.96,0.91,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.535,5.28,18.4,null,null,0.93,0.97,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.53997972,5.51,null,0.0,5427.0,0.93,0.92,904.326
Kepler-82 c,Kepler-82,1,5,0,2012,Kepler,0,51.53998542,6.11,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.382961,1.41,null,0.0,5700.0,0.9,0.92,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.38295159,1.86,null,0.0,5427.0,0.93,0.92,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.38295219,1.77,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.38295219,1.77,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.38295159,null,null,null,5309.19,0.96,0.91,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.38295219,1.594,null,null,5401.0,0.83,0.95,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,null,1.712,null,null,5401.0,0.85,null,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.38295219,1.73,null,null,5529.0,0.93,0.96,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.38295219,1.77,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.38294665,null,null,null,5309.19,0.96,0.91,904.326
Kepler-82 d,Kepler-82,1,5,0,2014,Kepler,0,2.382961,1.77,null,null,5428.0,0.94,null,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.90224692,2.55,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.90225962,null,null,null,5309.19,0.96,0.91,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.90224692,2.55,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.90224578,null,null,null,5309.19,0.96,0.91,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.90224692,2.54,null,null,5529.0,0.93,0.96,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.90224692,2.55,null,0.0,5739.0,0.93,0.97,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.90224578,2.43,null,0.0,5427.0,0.93,0.92,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.90227888,null,null,null,5309.19,0.96,0.91,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.902206,2.47,null,null,5428.0,0.94,null,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,null,2.229,null,null,5401.0,0.85,null,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.902209,2.3,null,0.0,5700.0,0.9,0.92,904.326
Kepler-82 e,Kepler-82,1,5,0,2014,Kepler,0,5.90224692,2.3,null,null,5401.0,0.83,0.95,904.326
Kepler-82 f,Kepler-82,1,5,0,2019,KOINet,0,75.732,null,20.9,0.0014,null,0.9,0.91,904.326
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.833748,null,null,null,6006.0,2.04,1.11,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.8338098,8.195,null,null,6443.0,1.83,1.43,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.8338098,6.09,null,null,6260.0,1.36,1.23,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.833994,null,null,null,6006.0,2.04,1.11,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.8338098,7.57,null,0.0,6205.0,1.69,1.08,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.8334997,9.46,null,0.0,6505.0,2.17,1.61,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.8329,8.6,null,0.0,6222.0,1.72,1.18,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.8334997,null,null,null,6006.0,2.04,1.11,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,null,8.232,null,null,6443.0,1.89,null,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.8338098,7.57,null,0.0,6205.0,1.69,1.08,1387.2
Kepler-820 b,Kepler-820,1,1,0,2016,Kepler,0,127.8338098,7.57,null,0.0,6205.0,1.69,1.08,1387.2
Kepler-821 b,Kepler-821,1,1,0,2016,Kepler,0,1.92279873,1.25,null,0.0,5155.0,0.78,0.81,614.571
Kepler-821 b,Kepler-821,1,1,0,2016,Kepler,0,1.92282,1.13,null,0.0,5119.0,0.75,0.76,614.571
Kepler-821 b,Kepler-821,1,1,0,2016,Kepler,0,1.92279971,null,null,null,5074.0,0.85,0.85,614.571
Kepler-821 b,Kepler-821,1,1,0,2016,Kepler,0,1.92279873,1.25,null,0.0,5155.0,0.78,0.81,614.571
Kepler-821 b,Kepler-821,1,1,0,2016,Kepler,0,null,1.257,null,null,5194.0,0.8,null,614.571
Kepler-821 b,Kepler-821,1,1,0,2016,Kepler,0,1.92279994,null,null,null,5074.0,0.85,0.85,614.571
Kepler-821 b,Kepler-821,1,1,0,2016,Kepler,0,1.92279873,1.31,null,null,5191.0,0.8,0.84,614.571
Kepler-821 b,Kepler-821,1,1,0,2016,Kepler,0,1.92279873,1.25,null,0.0,5155.0,0.78,0.81,614.571
Kepler-821 b,Kepler-821,1,1,0,2016,Kepler,0,1.92279971,1.28,null,0.0,5194.0,0.81,0.88,614.571
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,3.22296927,1.52,null,0.0,5823.0,0.96,0.9,860.391
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,3.22296927,1.52,null,0.0,5823.0,0.96,0.9,860.391
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,3.22296927,1.77,null,null,5928.0,1.08,1.06,860.391
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,3.22296927,1.53,null,null,5680.0,0.97,0.87,860.391
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,3.22296927,1.52,null,0.0,5823.0,0.96,0.9,860.391
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,3.22298511,null,null,null,5677.0,1.03,1.01,860.391
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,null,1.514,null,null,5680.0,0.99,null,860.391
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,3.22297532,1.47,null,0.0,5823.0,0.96,0.9,860.391
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,3.22297532,null,null,null,5677.0,1.03,1.01,860.391
Kepler-822 b,Kepler-822,1,1,0,2016,Kepler,0,3.222961,1.49,null,0.0,5836.0,0.98,0.95,860.391
Kepler-823 b,Kepler-823,1,1,0,2016,Kepler,0,4.168078,1.65,null,0.0,5554.0,1.01,0.85,1389.27
Kepler-823 b,Kepler-823,1,1,0,2016,Kepler,0,4.16809082,1.57,null,null,5643.0,0.96,0.98,1389.27
Kepler-823 b,Kepler-823,1,1,0,2016,Kepler,0,4.16811839,null,null,null,5570.0,1.58,0.98,1389.27
Kepler-823 b,Kepler-823,1,1,0,2016,Kepler,0,4.16811839,2.28,null,0.0,5689.0,1.31,1.0,1389.27
Kepler-823 b,Kepler-823,1,1,0,2016,Kepler,0,null,2.574,null,null,5686.0,1.48,null,1389.27
Kepler-823 b,Kepler-823,1,1,0,2016,Kepler,0,4.16809082,1.95,null,0.0,5739.0,1.18,1.1,1389.27
Kepler-823 b,Kepler-823,1,1,0,2016,Kepler,0,4.16809558,null,null,null,5570.0,1.58,0.98,1389.27
Kepler-823 b,Kepler-823,1,1,0,2016,Kepler,0,4.16809082,1.95,null,0.0,5739.0,1.18,1.1,1389.27
